datetime,open,high,low,last,evol
2025-09-03 11:15:00,16.105,16.105,16.095,16.095,1394
2025-09-03 11:10:00,16.11,16.11,16.105,16.105,1113
2025-09-03 11:05:00,16.1008,16.1008,16.1008,16.1008,19
2025-09-03 11:00:00,16.0901,16.11,16.0901,16.1008,4520
2025-09-03 10:55:00,16.094,16.0999,16.094,16.0999,2085
2025-09-03 10:50:00,16.0999,16.0999,16.094,16.094,480
2025-09-03 10:45:00,16.0948,16.0999,16.09,16.0999,484
2025-09-03 10:40:00,16.11,16.11,16.0948,16.0948,3399
2025-09-03 10:35:00,16.11,16.11,16.11,16.11,6
2025-09-03 10:30:00,16.0962,16.11,16.095,16.11,294
2025-09-03 10:25:00,16.09,16.1099,16.09,16.0962,408
2025-09-03 10:20:00,16.11,16.11,16.084,16.09,4103
2025-09-03 10:15:00,16.09,16.11,16.08,16.11,4677
2025-09-03 10:10:00,16.09,16.09,16.09,16.09,6
2025-09-03 10:05:00,16.0801,16.11,16.0801,16.09,1911
2025-09-03 10:00:00,16.07,16.08,16.07,16.08,2493
2025-09-03 09:55:00,16.102,16.105,16.07,16.07,2250
2025-09-03 09:50:00,16.102,16.102,16.102,16.102,2
2025-09-03 09:45:00,16.102,16.113,16.102,16.102,2992
2025-09-03 09:40:00,16.11,16.11,16.095,16.102,978
2025-09-03 09:35:00,16.125,16.125,16.11,16.11,849
2025-09-03 09:30:00,16.1,16.13,16.1,16.125,3309
2025-09-02 16:10:00,16.1,16.1,16.1,16.1,2
2025-09-02 16:00:00,16.105,16.105,16.1,16.1,58
2025-09-02 15:55:00,16.0883,16.105,16.0883,16.105,401
2025-09-02 15:50:00,16.11,16.11,16.0883,16.0883,3045
2025-09-02 15:45:00,16.1085,16.11,16.1,16.1,793
2025-09-02 15:40:00,16.1,16.1,16.08,16.08,295
2025-09-02 15:35:00,16.094,16.1035,16.094,16.1,5833
2025-09-02 15:30:00,16.1,16.1,16.08,16.08,143
2025-09-02 15:25:00,16.1006,16.1006,16.0942,16.1,5064
2025-09-02 15:20:00,16.1,16.1033,16.1,16.1033,726
2025-09-02 15:15:00,16.08,16.1,16.08,16.1,445
2025-09-02 15:10:00,16.08,16.08,16.08,16.08,311
2025-09-02 15:05:00,16.1,16.12,16.08,16.08,1660
2025-09-02 15:00:00,16.1,16.1,16.1,16.1,768
2025-09-02 14:55:00,16.1,16.1,16.095,16.1,4492
2025-09-02 14:50:00,16.1,16.115,16.1,16.115,619
2025-09-02 14:45:00,16.1028,16.1028,16.0925,16.1,4137
2025-09-02 14:40:00,16.1,16.12,16.0801,16.0801,803
2025-09-02 14:35:00,16.11,16.11,16.1,16.1,390
2025-09-02 14:30:00,16.1,16.11,16.1,16.11,159
2025-09-02 14:25:00,16.1199,16.1199,16.0874,16.1,2721
2025-09-02 14:20:00,16.1,16.1,16.0859,16.0859,315
2025-09-02 14:15:00,16.0984,16.1,16.0984,16.1,207
2025-09-02 14:10:00,16.0984,16.0984,16.0984,16.0984,200
2025-09-02 14:05:00,16.1006,16.1006,16.1006,16.1006,61
2025-09-02 14:00:00,16.1053,16.1053,16.1006,16.1006,203
2025-09-02 13:55:00,16.1022,16.1053,16.1022,16.1053,608
2025-09-02 13:50:00,16.1016,16.1016,16.1,16.1,128
2025-09-02 13:45:00,16.12,16.12,16.0984,16.1016,2737
2025-09-02 13:40:00,16.12,16.12,16.12,16.12,86
2025-09-02 13:35:00,16.0886,16.12,16.08,16.12,776
2025-09-02 13:30:00,16.0886,16.0886,16.0886,16.0886,52
2025-09-02 13:25:00,16.09,16.0962,16.0886,16.0886,2523
2025-09-02 13:20:00,16.0846,16.09,16.0846,16.09,1295
2025-09-02 13:15:00,16.08,16.08,16.08,16.08,38
2025-09-02 13:10:00,16.095,16.1092,16.08,16.08,5221
