datetime_us,datetime_kr,open,high,low,last,evol,us_time,kr_time,macd,signal,histogram
2025-09-04 10:25:00-04:00,2025-09-04 23:25:00+09:00,16.1714,16.18,16.15,16.15,1277,2025-09-04 10:25:00,2025-09-04 23:25:00,0.0,0.0,0.0
2025-09-04 10:20:00-04:00,2025-09-04 23:20:00+09:00,16.185,16.185,16.15,16.1501,4442,2025-09-04 10:20:00,2025-09-04 23:20:00,2.2435897442107944e-06,1.2464387467837746e-06,9.971509974270198e-07
2025-09-04 10:15:00-04:00,2025-09-04 23:15:00+09:00,16.16,16.22,16.1558,16.1998,8084,2025-09-04 10:15:00,2025-09-04 23:15:00,0.0015440528047676594,0.0006335441297389458,0.0009105086750287136
2025-09-04 10:10:00-04:00,2025-09-04 23:10:00+09:00,16.1566,16.16,16.1566,16.16,265,2025-09-04 10:10:00,2025-09-04 23:10:00,0.000770493205770606,0.000679936093164305,9.055711260630103e-05
2025-09-04 10:05:00-04:00,2025-09-04 23:05:00+09:00,16.16,16.16,16.1566,16.1566,271,2025-09-04 10:05:00,2025-09-04 23:05:00,0.00019863784406481955,0.0005367607453836394,-0.00033812290131881987
2025-09-04 10:00:00-04:00,2025-09-04 23:00:00+09:00,16.155,16.16,16.155,16.16,1398,2025-09-04 10:00:00,2025-09-04 23:00:00,-3.4725214348441114e-06,0.00039032749368724245,-0.00039380001512208656
2025-09-04 09:55:00-04:00,2025-09-04 22:55:00+09:00,16.156,16.156,16.155,16.155,257,2025-09-04 09:55:00,2025-09-04 22:55:00,-0.0003595364804418466,0.0002005569263856598,-0.0005600934068275064
2025-09-04 09:50:00-04:00,2025-09-04 22:50:00+09:00,16.165,16.165,16.155,16.156,1006,2025-09-04 09:50:00,2025-09-04 22:50:00,-0.0005449476184651303,2.1398165041941716e-05,-0.000566345783507072
2025-09-04 09:45:00-04:00,2025-09-04 22:45:00+09:00,16.18,16.18,16.162,16.165,678,2025-09-04 09:45:00,2025-09-04 22:45:00,-0.00021852697428315082,-3.4025732416908644e-05,-0.00018450124186624218
2025-09-04 09:40:00-04:00,2025-09-04 22:40:00+09:00,16.152,16.152,16.152,16.152,42,2025-09-04 09:40:00,2025-09-04 22:40:00,-0.0006534150802401939,-0.00017280490183162157,-0.00048061017840857233
2025-09-04 09:35:00-04:00,2025-09-04 22:35:00+09:00,16.152,16.152,16.152,16.152,212,2025-09-04 09:35:00,2025-09-04 22:35:00,-0.0009585085170087382,-0.00034471236337214325,-0.000613796153636595
2025-09-04 09:30:00-04:00,2025-09-04 22:30:00+09:00,16.18,16.22,16.155,16.16,134,2025-09-04 09:30:00,2025-09-04 22:30:00,-0.0007296997331671662,-0.00042739150465724156,-0.0003023082285099246
2025-09-04 08:55:00-04:00,2025-09-04 21:55:00+09:00,16.16,16.16,16.16,16.16,20,2025-09-04 08:55:00,2025-09-04 21:55:00,-0.000550329175393216,-0.0004534093870134759,-9.691978837974012e-05
2025-09-04 08:00:00-04:00,2025-09-04 21:00:00+09:00,16.16,16.16,16.16,16.16,2,2025-09-04 08:00:00,2025-09-04 21:00:00,-0.00040892029590366974,-0.000444102235959293,3.5181940055623257e-05
2025-09-03 17:10:00-04:00,2025-09-04 06:10:00+09:00,16.1599,16.1599,16.1599,16.1599,3,2025-09-03 17:10:00,2025-09-04 06:10:00,-0.0003029934803322476,-0.0004148513093480508,0.0001118578290158032
2025-09-03 16:20:00-04:00,2025-09-04 05:20:00+09:00,16.16,16.16,16.1599,16.1599,104,2025-09-03 16:20:00,2025-09-04 05:20:00,-0.00021880856839828766,-0.00037450717472268966,0.000155698606324402
2025-09-03 16:10:00-04:00,2025-09-04 05:10:00+09:00,16.16,16.16,16.16,16.16,2,2025-09-03 16:10:00,2025-09-04 05:10:00,-0.00014570198590035943,-0.0003276919518569567,0.00018198996595659728
2025-09-03 16:00:00-04:00,2025-09-04 05:00:00+09:00,16.13,16.16,16.13,16.16,5,2025-09-03 16:00:00,2025-09-04 05:00:00,-8.792549313341169e-05,-0.0002788589631940654,0.00019093347006065371
2025-09-03 15:55:00-04:00,2025-09-04 04:55:00+09:00,16.14,16.15,16.13,16.13,1594,2025-09-03 15:55:00,2025-09-04 04:55:00,-0.001966918581693733,-0.0006214075320363815,-0.0013455110496573513
2025-09-03 15:50:00-04:00,2025-09-04 04:50:00+09:00,16.135,16.14,16.135,16.14,1202,2025-09-03 15:50:00,2025-09-04 04:50:00,-0.002739568472971854,-0.001049980833984641,-0.001689587638987213
2025-09-03 15:45:00-04:00,2025-09-04 04:45:00+09:00,16.1399,16.1399,16.135,16.135,615,2025-09-03 15:45:00,2025-09-04 04:45:00,-0.0036345003241606832,-0.001571696711657157,-0.0020628036125035264
2025-09-03 15:40:00-04:00,2025-09-04 04:40:00+09:00,16.13,16.14,16.13,16.1399,802,2025-09-03 15:40:00,2025-09-04 04:40:00,-0.003955385919041987,-0.002051978406537622,-0.001903407512504365
2025-09-03 15:35:00-04:00,2025-09-04 04:35:00+09:00,16.11,16.15,16.11,16.135,580,2025-09-03 15:35:00,2025-09-04 04:35:00,-0.004490252205386014,-0.00254252886511196,-0.0019477233402740539
2025-09-03 15:30:00-04:00,2025-09-04 04:30:00+09:00,16.13,16.146,16.11,16.11,1223,2025-09-03 15:30:00,2025-09-04 04:30:00,-0.006571344192668249,-0.003352115093493118,-0.0032192290991751313
2025-09-03 15:25:00-04:00,2025-09-04 04:25:00+09:00,16.146,16.146,16.13,16.13,200,2025-09-03 15:25:00,2025-09-04 04:25:00,-0.006722296711277664,-0.004028707510933776,-0.0026935892003438888
2025-09-03 15:20:00-04:00,2025-09-04 04:20:00+09:00,16.14,16.146,16.1316,16.146,2101,2025-09-03 15:20:00,2025-09-04 04:20:00,-0.005637561311026218,-0.0043514537114898505,-0.0012861075995363675
2025-09-03 15:15:00-04:00,2025-09-04 04:15:00+09:00,16.125,16.14,16.1235,16.14,330,2025-09-03 15:15:00,2025-09-04 04:15:00,-0.005151816007312959,-0.004511914140164975,-0.0006399018671479845
2025-09-03 15:10:00-04:00,2025-09-04 04:10:00+09:00,16.125,16.1398,16.125,16.1392,2500,2025-09-03 15:10:00,2025-09-04 04:10:00,-0.004770222856294026,-0.004563676005399349,-0.00020654685089467693
2025-09-03 15:05:00-04:00,2025-09-04 04:05:00+09:00,16.125,16.125,16.125,16.125,100,2025-09-03 15:05:00,2025-09-04 04:05:00,-0.005440646069445165,-0.004739341847933522,-0.000701304221511643
2025-09-03 15:00:00-04:00,2025-09-04 04:00:00+09:00,16.13,16.13,16.125,16.125,222,2025-09-03 15:00:00,2025-09-04 04:00:00,-0.005900873941317997,-0.004971936204477294,-0.0009289377368407025
2025-09-03 14:55:00-04:00,2025-09-04 03:55:00+09:00,16.15,16.15,16.13,16.13,140,2025-09-03 14:55:00,2025-09-04 03:55:00,-0.005826271215667589,-0.005142972592950126,-0.0006832986227174632
2025-09-03 14:50:00-04:00,2025-09-04 03:50:00+09:00,16.11,16.15,16.11,16.15,390,2025-09-03 14:50:00,2025-09-04 03:50:00,-0.004228375543146257,-0.004959908144390541,0.0007315326012442844
2025-09-03 14:45:00-04:00,2025-09-04 03:45:00+09:00,16.12,16.12,16.11,16.11,1023,2025-09-03 14:45:00,2025-09-04 03:45:00,-0.005892638891452862,-0.005146572606461698,-0.0007460662849911636
2025-09-03 14:35:00-04:00,2025-09-04 03:35:00+09:00,16.112,16.12,16.112,16.12,638,2025-09-03 14:35:00,2025-09-04 03:35:00,-0.006381229616639672,-0.005393629281114058,-0.0009876003355256142
2025-09-03 14:30:00-04:00,2025-09-04 03:30:00+09:00,16.112,16.112,16.112,16.112,41,2025-09-03 14:30:00,2025-09-04 03:30:00,-0.007288540300727675,-0.005772765280869631,-0.0015157750198580436
2025-09-03 14:25:00-04:00,2025-09-04 03:25:00+09:00,16.112,16.112,16.112,16.112,15,2025-09-03 14:25:00,2025-09-04 03:25:00,-0.007914337118712922,-0.006201218689518774,-0.0017131184291941477
2025-09-03 14:20:00-04:00,2025-09-04 03:20:00+09:00,16.12,16.12,16.112,16.112,300,2025-09-03 14:20:00,2025-09-04 03:20:00,-0.00831289673202562,-0.006623663971085562,-0.001689232760940059
2025-09-03 14:15:00-04:00,2025-09-04 03:15:00+09:00,16.11,16.13,16.11,16.12,5597,2025-09-03 14:15:00,2025-09-04 03:15:00,-0.007922502953000787,-0.00688348573033678,-0.0010390172226640076
2025-09-03 14:05:00-04:00,2025-09-04 03:05:00+09:00,16.11,16.11,16.11,16.11,37,2025-09-03 14:05:00,2025-09-04 03:05:00,-0.008287226740819165,-0.007164280587481405,-0.0011229461533377597
2025-09-03 13:55:00-04:00,2025-09-04 02:55:00+09:00,16.11,16.11,16.101,16.11,337,2025-09-03 13:55:00,2025-09-04 02:55:00,-0.008477571366785952,-0.007426973661241108,-0.0010505977055448442
2025-09-03 13:50:00-04:00,2025-09-04 02:50:00+09:00,16.12,16.12,16.12,16.12,5,2025-09-03 13:50:00,2025-09-04 02:50:00,-0.007762939584512907,-0.00749417399186033,-0.000268765592652577
2025-09-03 13:40:00-04:00,2025-09-04 02:40:00+09:00,16.1158,16.12,16.115,16.12,2100,2025-09-03 13:40:00,2025-09-04 02:40:00,-0.007114467253536816,-0.007418226183270609,0.0003037589297337929
2025-09-03 13:30:00-04:00,2025-09-04 02:30:00+09:00,16.115,16.115,16.115,16.115,14,2025-09-03 13:30:00,2025-09-04 02:30:00,-0.006910619984541455,-0.007316698033876982,0.0004060780493355268
2025-09-03 13:25:00-04:00,2025-09-04 02:25:00+09:00,16.11,16.115,16.11,16.115,1016,2025-09-03 13:25:00,2025-09-04 02:25:00,-0.006671846637548384,-0.007187720732419034,0.0005158740948706499
2025-09-03 13:20:00-04:00,2025-09-04 02:20:00+09:00,16.12,16.12,16.11,16.11,1121,2025-09-03 13:20:00,2025-09-04 02:20:00,-0.006795781370382059,-0.007109329445589542,0.0003135480752074829
